chr,midpos,nsites_fly,fst_fly,top_5_fly,nsites_crow,fst_crow,top_5_crow,nsites_will,fst_will,top_5_will,nsites_black,fst_black,top_5_black,nsites_green,fst_green,top_5_green,nsites_blue,fst_blue,top_5_blue,nsites_swain,fst_swain,top_5_swain,nsites_stone,fst_stone,top_5_stone
Chromosome_11,9350001,95344,0.338423,0,83144,0.048166,0,82300,0.029216,0,81135,0.014058,0,3167,0.133622,0,69556,0.026487,0,985,0.07674152,0,600,0.2492282,0
Chromosome_11,9450001,96223,0.368546,0,86694,0.046974,0,87702,0.027638,0,87484,0.014198,0,1190,0.271799,0,76032,0.025706,0,1405,0.08678824,0,756,0.29157764,0
Chromosome_11,9550001,98356,0.360023,0,90230,0.040292,0,89287,0.030632,0,90673,0.01782,0,2233,0.151426,0,80657,0.02575,0,940,0.08033644,0,689,0.30789396,0
Chromosome_11,9650001,94496,0.341546,0,87700,0.063349,0,86620,0.027881,0,87308,0.012594,0,791,0.286098,0,82095,0.024656,0,1255,0.08414424,0,787,0.31736427,0
Chromosome_11,9750001,97542,0.38754,0,89760,0.063639,0,88481,0.030687,0,88074,0.020238,0,545,0.147594,0,82435,0.029358,0,1361,0.08116095,0,935,0.27227749,0
Chromosome_11,9850001,97723,0.439476,0,90544,0.06409,0,89170,0.029604,0,89261,0.018395,0,723,0.381201,0,84220,0.028716,0,1403,0.08747968,0,567,0.3848503,0
Chromosome_11,9950001,96031,0.400782,0,88632,0.049652,0,87803,0.027687,0,85281,0.020824,0,2179,0.205822,0,82572,0.025227,0,1410,0.0770719,0,697,0.32797217,0
Chromosome_11,10050001,96327,0.366801,0,86713,0.077858,0,83388,0.026449,0,84605,0.031779,1,571,0.299875,0,81079,0.027818,0,1125,0.08911137,0,666,0.32286286,0
Chromosome_11,10150001,91339,0.368502,0,81602,0.036033,0,84216,0.035042,0,81538,0.012918,0,645,0.102767,0,77955,0.029448,0,1384,0.07977326,0,651,0.32211771,0
Chromosome_11,10250001,98545,0.367113,0,89371,0.042198,0,90520,0.032792,0,88655,0.009192,0,1562,0.285485,0,78526,0.023932,0,1124,0.07687372,0,597,0.38594972,0
Chromosome_11,10350001,93158,0.387611,0,83270,0.031761,0,86369,0.028197,0,85174,0.014489,0,1204,0.288841,0,73424,0.025464,0,968,0.07438023,0,567,0.3884684,0
Chromosome_11,10450001,96464,0.406978,0,85866,0.061826,0,89415,0.027425,0,88035,0.01363,0,466,0.161058,0,81877,0.024965,0,958,0.0869313,0,648,0.37574231,0
Chromosome_11,10550001,95454,0.459503,1,89806,0.051518,0,90106,0.026833,0,88327,0.022181,0,255,0.020378,0,86475,0.029666,0,893,0.07881645,0,575,0.38461382,0
Chromosome_11,10650001,97089,0.529304,1,91919,0.056356,0,92181,0.029024,0,89707,0.015797,0,2031,0.271849,0,88836,0.030031,0,993,0.07791481,0,423,0.36078798,0
Chromosome_11,10750001,94643,0.479882,1,77670,0.062607,0,86884,0.028106,0,85181,0.01991,0,938,0.05611,0,77313,0.027114,0,926,0.06374731,0,677,0.32854301,0
Chromosome_11,10850001,96740,0.554808,1,90325,0.079283,0,88694,0.027909,0,90310,0.013478,0,971,0.096477,0,84488,0.024998,0,1130,0.07910112,0,642,0.32997395,0
Chromosome_11,10950001,95789,0.596744,1,90817,0.048531,0,90385,0.027116,0,89658,0.01732,0,1410,0.284763,0,87910,0.029014,0,806,0.09398366,0,493,0.35554142,0
Chromosome_11,11050001,94613,0.572438,1,89137,0.046758,0,86713,0.030156,0,84330,0.021848,0,967,0.229026,0,84964,0.025733,0,958,0.07764874,0,507,0.34064224,0
Chromosome_11,11150001,93721,0.617209,1,85306,0.056379,0,87603,0.025101,0,86151,0.013195,0,1676,0.231786,0,78258,0.024356,0,956,0.06874919,0,493,0.31819632,0
Chromosome_11,11250001,91309,0.598732,1,85315,0.051831,0,85091,0.029799,0,85265,0.016396,0,930,0.223221,0,77065,0.027676,0,826,0.07679495,0,617,0.3645168,0
Chromosome_11,11350001,99208,0.665524,1,92075,0.069249,0,91961,0.026962,0,92437,0.018764,0,634,0.032374,0,88401,0.024384,0,870,0.08808932,0,739,0.32533223,0
Chromosome_11,11450001,94487,0.586231,1,85000,0.035491,0,85819,0.031835,0,71687,0.011519,0,158,0.142727,0,80841,0.027671,0,1006,0.08367241,0,753,0.3565533,0
Chromosome_11,11550001,75020,0.350775,0,64221,0.025635,0,62658,0.02485,0,44153,0.017145,0,145,0.035445,0,54157,0.030185,0,643,0.08974409,0,645,0.20832163,0
Chromosome_11,11650001,88655,0.661938,1,79746,0.068194,0,81421,0.02254,0,81500,0.021146,0,593,0.225979,0,78146,0.024774,0,836,0.08445293,0,694,0.29213512,0
Chromosome_11,11750001,95281,0.640848,1,87437,0.070593,0,87710,0.025151,0,86097,0.013916,0,484,0.285738,0,79156,0.025076,0,868,0.07911846,0,685,0.36867375,0
Chromosome_11,11850001,97258,0.616083,1,88170,0.055319,0,89000,0.030909,0,89026,0.014563,0,854,0.120037,0,83203,0.02767,0,780,0.08720393,0,791,0.33623772,0
Chromosome_11,11950001,97212,0.603281,1,83885,0.05917,0,89027,0.025048,0,88176,0.022009,0,322,0.12094,0,82598,0.023493,0,858,0.07360646,0,808,0.29137948,0
Chromosome_11,12050001,97638,0.584532,1,90230,0.047323,0,90355,0.028072,0,88365,0.01455,0,678,0.228124,0,82694,0.024556,0,767,0.08637549,0,943,0.32629664,0
Chromosome_11,12150001,96879,0.540773,1,86104,0.045449,0,89269,0.025578,0,87170,0.015998,0,498,0.2898,0,81189,0.024792,0,865,0.07794967,0,793,0.3334448,0
Chromosome_11,12250001,92366,0.507599,1,85506,0.04445,0,87238,0.033362,0,83881,0.024503,0,488,0.222321,0,83125,0.025453,0,715,0.0897677,0,598,0.31123255,0
Chromosome_11,12350001,92353,0.499874,1,84090,0.043372,0,84086,0.026132,0,82222,0.020636,0,895,0.181631,0,77341,0.025873,0,871,0.09017218,0,696,0.29620922,0
Chromosome_11,12450001,96018,0.426117,0,86782,0.06706,0,85697,0.029943,0,86396,0.01604,0,1202,0.231279,0,82170,0.024162,0,839,0.08224407,0,769,0.29459079,0
Chromosome_11,12550001,96456,0.432542,0,88650,0.05437,0,88804,0.024857,0,87031,0.015041,0,1827,0.179421,0,79263,0.026364,0,999,0.09038621,0,648,0.32376264,0
Chromosome_11,12650001,97563,0.436784,0,90573,0.04791,0,91695,0.026725,0,89166,0.01879,0,1013,0.42738,0,85281,0.025558,0,1041,0.07419574,0,562,0.36477621,0
Chromosome_11,12750001,96259,0.549067,1,89280,0.061713,0,88266,0.026822,0,88128,0.014153,0,1388,0.342316,0,86275,0.026864,0,992,0.08519023,0,496,0.32904245,0
Chromosome_11,12850001,95730,0.51156,1,88387,0.052279,0,87673,0.026248,0,87429,0.015163,0,732,0.400532,0,82874,0.022733,0,1062,0.07806962,0,601,0.40299938,0
Chromosome_11,12950001,94633,0.453579,0,86726,0.0815,0,86214,0.033713,0,84707,0.012544,0,930,0.137189,0,80706,0.023301,0,731,0.09587413,0,650,0.37781094,0
Chromosome_11,13050001,87530,0.448123,0,80349,0.069615,0,81569,0.031054,0,79665,0.008506,0,1800,0.194658,0,78064,0.02731,0,697,0.07187651,0,473,0.37718047,0
Chromosome_11,13150001,94034,0.420523,0,88424,0.050738,0,89643,0.029177,0,85900,0.013485,0,2039,0.3579,0,85058,0.025792,0,890,0.07787436,0,393,0.44441734,0
Chromosome_11,13250001,95220,0.343952,0,89977,0.067722,0,90954,0.029385,0,90700,0.020967,0,1025,0.041821,0,87672,0.029808,0,640,0.09887945,0,539,0.35746118,0
Chromosome_11,13350001,97865,0.37901,0,91681,0.035934,0,90464,0.033155,0,91468,0.024997,0,1204,0.187089,0,86181,0.024992,0,919,0.09902169,0,484,0.40205064,0
Chromosome_11,13450001,91283,0.39338,0,81232,0.038489,0,83982,0.027549,0,83566,0.01591,0,918,0.257644,0,75572,0.026611,0,724,0.10485219,0,591,0.2935648,0
Chromosome_11,13550001,95970,0.368406,0,89150,0.04602,0,88639,0.025152,0,88332,0.020541,0,346,0.143021,0,82301,0.026808,0,1051,0.09670424,0,585,0.38902329,0
Chromosome_11,13650001,91495,0.411657,0,82647,0.041568,0,83840,0.031949,0,81981,0.012548,0,292,0.028928,0,78486,0.026153,0,796,0.08939042,0,678,0.3140396,0
Chromosome_11,13750001,97059,0.383464,0,87691,0.039269,0,88185,0.026864,0,87112,0.014501,0,1437,0.221973,0,81627,0.027069,0,605,0.09626273,0,473,0.4184554,0
Chromosome_11,13850001,94603,0.365573,0,84481,0.045194,0,85140,0.023523,0,81741,0.022258,0,1066,0.178474,0,69947,0.024578,0,982,0.08805599,0,483,0.44655904,0
Chromosome_11,13950001,96675,0.355718,0,87814,0.034282,0,88268,0.026232,0,87614,0.012136,0,339,0.56865,0,78624,0.027146,0,801,0.09154309,0,497,0.33618841,0
Chromosome_11,14050001,95174,0.391618,0,85115,0.0494,0,87716,0.026015,0,86487,0.014499,0,646,0.088945,0,76699,0.025313,0,1054,0.09225594,0,698,0.38884063,0
Chromosome_11,14150001,93189,0.357765,0,85507,0.058072,0,85731,0.029275,0,85214,0.016817,0,879,0.209957,0,79887,0.026417,0,713,0.08309189,0,642,0.33147174,0
Chromosome_11,14250001,97354,0.372414,0,87129,0.041083,0,89726,0.022398,0,87349,0.013983,0,1248,0.177235,0,82581,0.025152,0,1066,0.08865855,0,580,0.30060339,0
Chromosome_11,14350001,88646,0.361268,0,76769,0.045152,0,77420,0.029797,0,77604,0.015654,0,1457,0.121382,0,68547,0.022381,0,938,0.09513846,0,501,0.29902926,0
Chromosome_11,14450001,93955,0.298541,0,79840,0.097881,1,81011,0.025282,0,79886,0.012013,0,661,0.130141,0,72596,0.025407,0,690,0.08889059,0,845,0.31661544,0
Chromosome_11,14550001,97269,0.359943,0,83491,0.057742,0,87003,0.029816,0,83638,0.014629,0,1292,0.115863,0,80892,0.025973,0,912,0.09006744,0,920,0.27910745,0
Chromosome_11,14650001,97283,0.336956,0,88050,0.047313,0,88295,0.026358,0,87259,0.010998,0,1121,0.24263,0,78412,0.025851,0,1021,0.07676587,0,824,0.26333136,0
Chromosome_11,14750001,96740,0.375783,0,86496,0.037581,0,86553,0.029964,0,86559,0.013952,0,1873,0.220986,0,78278,0.025481,0,945,0.08250755,0,729,0.27980054,0
Chromosome_11,14850001,91481,0.336567,0,77888,0.052638,0,79390,0.027553,0,65227,0.008463,0,1716,0.167652,0,68585,0.024061,0,1302,0.07318919,0,781,0.25630979,0
Chromosome_11,14950001,87872,0.404152,0,79642,0.047091,0,80221,0.029589,0,80756,0.010616,0,1292,0.211519,0,74672,0.030564,0,821,0.07222579,0,575,0.29283014,0
Chromosome_11,15050001,96269,0.360583,0,89999,0.071649,0,90782,0.025822,0,90576,0.00729,0,897,0.133478,0,88222,0.026246,0,748,0.08670314,0,491,0.27751806,0
Chromosome_11,15150001,91791,0.366348,0,84394,0.069751,0,86606,0.031874,0,82255,0.011412,0,648,0.340364,0,83599,0.025701,0,657,0.08793777,0,533,0.31142458,0
Chromosome_11,15250001,97143,0.37093,0,92202,0.052883,0,92416,0.028435,0,90268,0.009791,0,993,0.152417,0,89734,0.028176,0,700,0.09070353,0,545,0.32351447,0
Chromosome_11,15350001,96773,0.361606,0,91747,0.049944,0,91616,0.027273,0,91388,0.012278,0,559,0.056878,0,88926,0.027699,0,645,0.07399438,0,595,0.31134724,0
Chromosome_11,15450001,87228,0.351887,0,76675,0.042111,0,78974,0.025811,0,75988,0.013078,0,658,0.319718,0,74554,0.028172,0,621,0.09313698,0,476,0.30746715,0
Chromosome_11,15550001,94227,0.345071,0,88886,0.047628,0,89560,0.025291,0,87554,0.01594,0,696,0.390258,0,86527,0.028805,0,633,0.11906606,0,535,0.35551708,0
Chromosome_11,15650001,92176,0.345772,0,84097,0.055476,0,84223,0.026867,0,75150,0.016022,0,2211,0.294716,0,80982,0.027128,0,572,0.10237113,0,511,0.28472667,0
Chromosome_11,15750001,95021,0.346016,0,86925,0.041096,0,87458,0.027531,0,86351,0.014334,0,1822,0.138673,0,81493,0.031149,0,581,0.0995381,0,518,0.34066933,0
Chromosome_11,15850001,89288,0.331602,0,80998,0.046926,0,84248,0.028189,0,79941,0.011234,0,2167,0.170638,0,77945,0.025095,0,537,0.07793,0,429,0.33022027,0
Chromosome_11,15950001,95370,0.335123,0,86106,0.053806,0,86855,0.0298,0,84461,0.010696,0,445,0.121565,0,83254,0.025758,0,704,0.10521612,0,735,0.3256062,0
Chromosome_11,16050001,95675,0.336317,0,89072,0.060839,0,89118,0.023512,0,88071,0.014696,0,850,0.142282,0,86558,0.026705,0,582,0.11918144,0,692,0.29777554,0
Chromosome_11,16150001,96490,0.338132,0,87745,0.050199,0,89688,0.028972,0,87719,0.013982,0,1106,0.09792,0,85214,0.028702,0,489,0.11743407,0,704,0.32103575,0
Chromosome_11,16250001,97558,0.348868,0,86374,0.045758,0,86681,0.026551,0,77682,0.014393,0,749,0.164684,0,83531,0.031697,0,446,0.13382577,0,704,0.28849259,0
Chromosome_11,16350001,94738,0.363064,0,83086,0.054718,0,84369,0.022983,0,83753,0.015264,0,852,0.260663,0,77251,0.031834,0,531,0.12219652,0,768,0.36056056,0
Chromosome_11,16450001,94261,0.382978,0,85014,0.052622,0,86275,0.025745,0,86520,0.01278,0,2075,0.195402,0,80026,0.028852,0,482,0.11990854,0,677,0.24464653,0
Chromosome_11,16550001,91647,0.362703,0,82875,0.046137,0,84279,0.029749,0,80748,0.013717,0,1797,0.277731,0,77977,0.029108,0,438,0.14445143,0,465,0.32542678,0
Chromosome_11,16650001,96966,0.375792,0,81570,0.068302,0,85144,0.028094,0,84532,0.016341,0,1351,0.16669,0,74861,0.027574,0,472,0.08447722,0,698,0.41267437,0
Chromosome_11,16750001,83753,0.33887,0,53501,0.004715,0,22665,-0.000664,0,23282,0.016337,0,302,0.229019,0,37510,-0.001249,0,285,0.10880825,0,4523,0.03792883,0
Chromosome_11,16850001,93523,0.297603,0,70159,0.003569,0,46503,0.002907,0,11469,0.001418,0,736,0.243877,0,11510,-0.001646,0,704,0.12485684,0,698,0.11580065,0
Chromosome_11,16950001,94430,0.334219,0,84306,0.038259,0,84769,0.023823,0,17589,0.016231,0,2010,0.095972,0,NA,NA,NA,530,0.38165341,1,470,0.29835929,0
Chromosome_11,17050001,94208,0.317693,0,85440,0.038374,0,85418,0.030583,0,83562,0.014115,0,1441,0.299022,0,43936,0.026467,0,438,0.34164609,1,595,0.25910716,0
Chromosome_11,17150001,94398,0.320771,0,83694,0.056471,0,83156,0.027666,0,82649,0.011384,0,1007,0.148861,0,77249,0.025555,0,369,0.31897778,0,592,0.33108181,0
Chromosome_11,17250001,90080,0.316457,0,80872,0.061701,0,80213,0.027658,0,79103,0.01485,0,1783,0.038163,0,69670,0.026255,0,328,0.28698984,0,530,0.30064918,0
Chromosome_11,17350001,95735,0.341907,0,83801,0.063986,0,85461,0.026239,0,84755,0.01231,0,1080,0.374344,0,79514,0.02688,0,466,0.17111969,0,644,0.30975254,0
Chromosome_11,17450001,93371,0.32725,0,81346,0.05152,0,81515,0.029006,0,81205,0.011295,0,1333,0.279298,0,76894,0.021871,0,420,0.29739603,0,765,0.27593584,0
Chromosome_11,17550001,94214,0.312681,0,80842,0.051687,0,81528,0.028962,0,81509,0.015546,0,992,0.236861,0,69983,0.025554,0,372,0.30663507,0,724,0.28555783,0
Chromosome_11,17650001,89308,0.326753,0,77595,0.062671,0,79421,0.024355,0,77724,0.011996,0,1147,0.133299,0,62561,0.028232,0,234,0.21694218,0,505,0.28927537,0
Chromosome_11,17750001,94186,0.331972,0,81449,0.045125,0,82127,0.022736,0,81558,0.010286,0,1456,0.168714,0,69882,0.029214,0,294,0.19189007,0,634,0.31770245,0
Chromosome_11,17850001,87223,0.337275,0,73179,0.043327,0,75932,0.028178,0,73793,0.013096,0,546,0.110977,0,66428,0.025142,0,339,0.15738088,0,652,0.28058322,0
Chromosome_11,17950001,96908,0.309707,0,82963,0.054182,0,84607,0.025426,0,84149,0.012342,0,862,0.120982,0,79973,0.026535,0,324,0.22403669,0,773,0.28514283,0
Chromosome_11,18050001,93964,0.318459,0,82101,0.055882,0,84223,0.022867,0,83301,0.014367,0,1318,0.218756,0,78408,0.028316,0,516,0.16467082,0,592,0.31533177,0
Chromosome_11,18150001,93158,0.336285,0,77297,0.051885,0,78027,0.026256,0,78663,0.012067,0,923,0.310665,0,70146,0.024677,0,368,0.16199237,0,708,0.28462891,0
Chromosome_11,18250001,94570,0.301448,0,77799,0.04218,0,80522,0.030744,0,78991,0.014383,0,848,0.221005,0,71973,0.030898,0,764,0.12929769,0,826,0.26708701,0
Chromosome_11,18350001,89626,0.32122,0,70626,0.044853,0,71881,0.062262,1,71373,0.013674,0,1088,0.171685,0,49554,0.025282,0,554,0.16154068,0,792,0.27587197,0
Chromosome_11,18450001,94781,0.299242,0,76670,0.029737,0,77960,0.001927,0,76524,0.008993,0,449,0.146998,0,56562,0.026419,0,631,0.12678083,0,1548,0.20373966,0
Chromosome_11,18550001,85010,0.318594,0,68483,0.046082,0,61306,0.034382,0,59806,0.012899,0,183,0.104339,0,57683,0.022667,0,416,0.23771868,0,568,0.2678425,0
Chromosome_11,18650001,89692,0.322631,0,76292,0.047485,0,76231,0.026915,0,74153,0.007741,0,333,0.1189,0,65397,0.026662,0,380,0.28361157,0,651,0.26985757,0
Chromosome_11,18750001,94443,0.344096,0,83765,0.041221,0,83780,0.02248,0,82055,0.010458,0,2266,0.146747,0,68261,0.026043,0,353,0.27268898,0,580,0.3196621,0
Chromosome_11,18850001,92488,0.344188,0,80741,0.041953,0,81167,0.020424,0,78749,0.014767,0,2384,0.246544,0,67706,0.027986,0,442,0.30302463,0,634,0.30488065,0
Chromosome_11,18950001,99520,0.319012,0,89848,0.039158,0,88979,0.0337,0,87091,0.013142,0,1914,0.211272,0,75114,0.028447,0,774,0.17856597,0,851,0.31964405,0
Chromosome_11,19050001,96445,0.328431,0,84840,0.047417,0,84055,0.034955,0,72801,0.012607,0,1671,0.33039,0,75978,0.026703,0,679,0.16531769,0,717,0.29211894,0
Chromosome_11,19150001,98703,0.330212,0,86767,0.065056,0,86410,0.02755,0,85460,0.011364,0,863,0.283684,0,70024,0.025506,0,669,0.13081871,0,649,0.30558631,0
Chromosome_11,19250001,91792,0.29495,0,76953,0.047221,0,78936,0.027543,0,73222,0.017538,0,1170,0.268123,0,63874,0.028081,0,384,0.18721927,0,706,0.32609849,0
Chromosome_11,19350001,89073,0.344359,0,76043,0.057636,0,75569,0.021503,0,74833,0.011225,0,3422,0.27039,0,62816,0.025734,0,721,0.11008815,0,490,0.31796409,0
Chromosome_11,19450001,92628,0.324985,0,81857,0.043185,0,81292,0.02714,0,79094,0.012769,0,465,0.332227,0,69883,0.02901,0,528,0.12823987,0,754,0.33015049,0
Chromosome_11,19550001,85364,0.340489,0,74347,0.046951,0,75780,0.020396,0,73979,0.010031,0,1455,0.035061,0,60158,0.026189,0,437,0.23455495,0,435,0.37869777,0
Chromosome_11,19650001,88714,0.338577,0,78433,0.055527,0,79610,0.014006,0,77327,0.01169,0,1707,0.505549,0,68872,0.026584,0,441,0.17732917,0,588,0.32301547,0
Chromosome_11,19750001,87518,0.35695,0,71680,0.037613,0,71769,0.015943,0,69958,0.012601,0,3015,0.140933,0,57176,0.027583,0,701,0.12758439,0,391,0.33361539,0
Chromosome_11,19850001,77449,0.342537,0,67769,0.05095,0,63651,0.005428,0,57124,0.009418,0,1539,0.634508,1,48937,0.02197,0,489,0.23463407,0,549,0.28066614,0
Chromosome_11,19950001,88213,0.299322,0,68703,0.043514,0,68921,0.013826,0,68808,0.011205,0,1077,0.726439,1,56846,0.027213,0,553,0.09780283,0,414,0.2998393,0
Chromosome_11,20050001,88753,0.343033,0,63096,0.005966,0,44245,0.014132,0,43770,0.013066,0,506,0.767625,1,56957,0.00668,0,357,0.10885484,0,334,0.33512958,0
Chromosome_11,20150001,91029,0.363592,0,71451,0.00304,0,51398,0.002607,0,54381,0.00427,0,299,0.688151,1,46267,0.008676,0,246,0.11746511,0,474,0.25707556,0
Chromosome_11,20250001,84656,0.335196,0,72127,0.051514,0,74017,0.04415,1,72095,0.012869,0,2092,0.700949,1,56594,0.028905,0,537,0.09553894,0,427,0.33211709,0
Chromosome_11,20350001,91774,0.337618,0,79240,0.048129,0,78637,0.044264,1,78368,0.011063,0,1509,0.630583,1,68060,0.028143,0,604,0.1091404,0,525,0.25793506,0
Chromosome_11,20450001,90013,0.287216,0,74386,0.054047,0,72871,0.066064,1,71659,0.009579,0,1777,0.38384,0,64761,0.027762,0,728,0.08378947,0,985,0.21875589,0
Chromosome_11,20550001,87313,0.316826,0,73386,0.044217,0,71080,0.042974,1,73022,0.011512,0,1404,0.355654,0,64461,0.028767,0,492,0.10551675,0,583,0.29166982,0
Chromosome_11,20650001,90108,0.335072,0,72395,0.048666,0,72538,0.019532,0,72866,0.024073,0,1246,0.696164,1,66454,0.028513,0,509,0.0981184,0,577,0.2941509,0
Chromosome_11,20750001,94704,0.338523,0,80931,0.037703,0,80979,0.014692,0,79650,0.021177,0,1818,0.195125,0,65190,0.030209,0,602,0.0944283,0,565,0.31292755,0
Chromosome_11,20850001,92611,0.334958,0,76965,0.045725,0,77334,0.021873,0,74271,0.016814,0,1078,0.496349,0,71627,0.028151,0,768,0.0774429,0,488,0.31260955,0
Chromosome_11,20950001,89824,0.356871,0,77192,0.052511,0,78054,0.015578,0,76275,0.012652,0,1606,0.416317,0,72744,0.029366,0,533,0.07733571,0,315,0.36638285,0
Chromosome_11,21050001,81717,0.365847,0,69695,0.04496,0,71026,0.022414,0,70118,0.008141,0,2015,0.24068,0,60890,0.033632,0,595,0.0906929,0,269,0.40019292,0
Chromosome_11,21150001,87663,0.372383,0,78003,0.052868,0,76446,0.011951,0,75547,0.016139,0,1355,0.296114,0,67083,0.024772,0,430,0.08575597,0,319,0.4663031,1
Chromosome_11,21250001,85431,0.367577,0,70134,0.039839,0,70714,0.058865,1,69756,0.010202,0,1084,0.173176,0,66377,0.023001,0,383,0.07355612,0,362,0.48135036,1
Chromosome_11,21350001,91398,0.371989,0,77213,0.040007,0,77418,0.025403,0,76634,0.007172,0,640,0.275613,0,73885,0.028972,0,299,0.07438185,0,440,0.55079595,1
Chromosome_11,21450001,89635,0.27265,0,74950,0.033434,0,64629,0.108516,1,69171,0.018787,0,439,0.275441,0,70286,0.030019,0,595,0.05118914,0,279,0.57482901,1
Chromosome_11,21550001,90650,0.207498,0,74370,0.03294,0,76965,-0.012062,0,73599,0.014546,0,869,0.181247,0,67776,0.033395,0,509,0.07225939,0,407,0.43955997,0
Chromosome_11,21650001,93291,0.228487,0,61752,0.045274,0,NA,NA,NA,36101,0.010122,0,NA,NA,NA,49748,0.028511,0,273,0.05274604,0,1284,0.12654023,0
Chromosome_11,21750001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.05562452,0,3110,0.0157016,0
Chromosome_12,50001,93050,0.643048,1,75573,0.029314,0,76541,-0.000476,0,73007,-0.000581,0,477,0.116508,0,72372,0.024681,0,447,0.11743091,0,493,0.37499715,0
Chromosome_12,150001,93459,0.465874,1,79317,0.021986,0,75164,0.011928,0,64777,0.018165,0,1452,0.497497,0,76203,0.027538,0,537,0.14489073,0,183,0.54697482,1
Chromosome_12,250001,92413,0.325712,0,73850,0.047797,0,57294,0.030244,0,65446,0.013419,0,1889,0.397792,0,74272,0.029064,0,394,0.26731853,0,178,0.59376313,1
Chromosome_12,350001,82957,0.316926,0,70098,0.039783,0,66973,0.026728,0,63066,0.01917,0,1686,0.305339,0,69575,0.026617,0,221,0.39190312,1,151,0.68095907,1
Chromosome_12,450001,94452,0.314848,0,81898,0.015954,0,80291,0.027395,0,75584,0.018859,0,1703,0.463814,0,81096,0.031196,0,444,0.3269601,1,204,0.7034389,1
Chromosome_12,550001,90669,0.272976,0,74947,0.0572,0,57083,0.026272,0,64450,0.015048,0,2190,0.138169,0,73291,0.030218,0,398,0.21781396,0,230,0.49697096,1
Chromosome_12,650001,92864,0.252476,0,73976,0.065899,0,51219,0.026739,0,56690,0.016304,0,1990,0.21212,0,73505,0.027982,0,223,0.23863199,0,315,0.41555881,0
Chromosome_12,750001,74478,0.231528,0,52937,0.035032,0,43426,0.022968,0,49546,0.019113,0,1061,0.106878,0,54146,0.01946,0,243,0.1763229,0,1229,0.18503578,0
Chromosome_12,850001,79819,0.210681,0,63856,0.054257,0,60923,0.028806,0,61819,0.018176,0,2254,0.184792,0,64034,0.026476,0,309,0.16463597,0,212,0.34056861,0
Chromosome_12,950001,88538,0.211642,0,72362,0.050928,0,36755,0.028511,0,64174,0.015905,0,1461,0.083905,0,67973,0.027812,0,241,0.12462345,0,251,0.44057587,0
Chromosome_12,1050001,85993,0.245971,0,69946,0.05409,0,32495,0.025948,0,61438,0.012285,0,1375,0.117346,0,71128,0.02697,0,375,0.1149242,0,330,0.51457591,1
Chromosome_12,1150001,69429,0.222204,0,52549,0.046755,0,51949,0.025138,0,55340,0.009006,0,946,0.241839,0,56959,0.018624,0,212,0.13794012,0,416,0.31901032,0
Chromosome_12,1250001,89688,0.219231,0,70815,0.040411,0,66195,0.024402,0,68244,0.017454,0,1670,0.11079,0,67751,0.027151,0,210,0.17660006,0,571,0.24529552,0
Chromosome_12,1350001,93927,0.208631,0,73642,0.04987,0,57925,0.030574,0,64934,0.016466,0,85,0.016948,0,65120,0.031781,0,428,0.18370728,0,524,0.24901138,0
Chromosome_12,1450001,96111,0.187304,0,79241,0.04286,0,70513,0.025483,0,69923,0.016206,0,2683,0.157094,0,70847,0.027409,0,224,0.26965027,0,478,0.30674637,0
Chromosome_12,1550001,96192,0.240306,0,82595,0.041246,0,81636,0.026905,0,80211,0.016797,0,1336,0.231609,0,77872,0.028029,0,251,0.31222933,0,462,0.26214235,0
Chromosome_12,1650001,66826,0.181164,0,43523,0.025174,0,39854,0.025907,0,28147,0.00875,0,1631,0.169385,0,22310,0.01948,0,108,0.19207389,0,773,0.11085447,0
Chromosome_12,1750001,82561,0.204998,0,59205,0.052655,0,61943,0.014293,0,57272,0.017643,0,1294,0.502708,0,34577,0.023952,0,379,0.12357053,0,576,0.31653763,0
Chromosome_12,1850001,86619,0.214799,0,66599,0.046395,0,69711,0.01422,0,63130,0.021446,0,1037,0.806433,1,29424,0.027401,0,570,0.097472,0,658,0.26139825,0
Chromosome_12,1950001,88377,0.221976,0,69905,0.050756,0,74103,0.012338,0,70190,0.019226,0,1128,0.01525,0,36063,0.025614,0,297,0.0821206,0,678,0.2376966,0
Chromosome_12,2050001,93635,0.19867,0,77839,0.055957,0,79256,0.023266,0,75244,0.016676,0,1160,0.733172,1,54504,0.026639,0,362,0.09134126,0,529,0.30383147,0
Chromosome_12,2150001,89177,0.211591,0,67930,0.049834,0,70804,0.017606,0,66570,0.019383,0,1510,0.400991,0,22285,0.024875,0,402,0.08657179,0,907,0.23831864,0
Chromosome_12,2250001,91783,0.205232,0,70173,0.047505,0,77131,0.018916,0,67845,0.018631,0,1138,0.128075,0,44655,0.025448,0,553,0.08190518,0,726,0.26984313,0
Chromosome_12,2350001,90293,0.212273,0,70284,0.055173,0,74173,0.024542,0,62913,0.015408,0,1672,0.38146,0,29700,0.02815,0,460,0.06543636,0,696,0.26823098,0
Chromosome_12,2450001,95143,0.205407,0,77153,0.052364,0,79992,0.037757,0,73200,0.018934,0,2475,0.255492,0,30713,0.026125,0,513,0.08888538,0,740,0.28598058,0
Chromosome_12,2550001,87117,0.190871,0,55621,0.07205,0,62415,0.033915,0,57304,0.014896,0,878,0.589717,0,46171,0.030128,0,623,0.06074546,0,614,0.27191419,0
